province,qtr,deaths,hosp,unemp_q,avg_rate_q,end_rate_q,shock_bp_q,shock_50bp_q,shock_50bp_lag1,shock_50bp_lag2
Quebec,2016Q1,68,NA,8.666666666666666,0.5,0.5,NA,0,NA,NA
Quebec,2016Q2,64,NA,7.5,0.5,0.5,0,0,0,NA
Quebec,2016Q3,68,NA,6.866666666666667,0.5,0.5,0,0,0,0
Quebec,2016Q4,63,NA,5.966666666666666,0.5,0.5,0,0,0,0
Quebec,2017Q1,65,NA,7.066666666666666,0.5,0.5,0,0,0,0
Quebec,2017Q2,79,NA,6.166666666666667,0.5,0.5,0,0,0,0
Quebec,2017Q3,69,NA,5.933333333333334,0.7923076923076923,1,0.5,1,0,0
Quebec,2017Q4,67,NA,5.266666666666667,1,1,0,0,1,0
Quebec,2018Q1,55,NA,6.333333333333333,1.2038461538461538,1.25,0.25,0,0,1
Quebec,2018Q2,51,NA,5.233333333333333,1.25,1.25,0,0,0,0
Quebec,2018Q3,42,NA,5.466666666666666,1.4730769230769232,1.5,0.25,0,0,0
Quebec,2018Q4,63,NA,4.866666666666667,1.6856060606060606,1.75,0.25,0,0,0
Quebec,2019Q1,54,NA,5.966666666666666,1.75,1.75,0,0,0,0
Quebec,2019Q2,56,NA,4.8,1.75,1.75,0,0,0,0
Quebec,2019Q3,52,NA,4.733333333333333,1.75,1.75,0,0,0,0
Quebec,2019Q4,51,NA,4.733333333333333,1.75,1.75,0,0,0,0
Quebec,2020Q1,56,NA,6.6000000000000005,1.4807692307692308,0.25,-1.5,0,0,0
Quebec,2020Q2,80,NA,14.233333333333334,0.25,0.25,0,0,0,0
Quebec,2020Q3,98,NA,8.233333333333333,0.25,0.25,0,0,0,0
Quebec,2020Q4,88,NA,6.766666666666667,0.25,0.25,0,0,0,0
Quebec,2021Q1,73,NA,7.866666666666667,0.25,0.25,0,0,0,0
Quebec,2021Q2,78,NA,6.266666666666667,0.25,0.25,0,0,0,0
Quebec,2021Q3,70,NA,5.933333333333334,0.25,0.25,0,0,0,0
Quebec,2021Q4,75,NA,4.5,0.25,0.25,0,0,0,0
Quebec,2022Q1,72,NA,5.133333333333333,0.3333333333333333,0.5,0.25,0,0,0
Quebec,2022Q2,73,NA,4.133333333333333,1.0923076923076922,1.5,1,1,0,0
Quebec,2022Q3,89,NA,4.333333333333333,2.546875,3.25,1.75,1,1,0
Quebec,2022Q4,82,NA,3.733333333333333,3.734375,4.25,1,1,1,1
Quebec,2023Q1,82,NA,4.666666666666667,4.43359375,4.5,0.25,0,1,1
Quebec,2023Q2,70,NA,4,4.565384615384615,4.75,0.25,0,0,1
Quebec,2023Q3,76,NA,4.533333333333334,4.969230769230769,5,0.25,0,0,0
Quebec,2023Q4,80,NA,4.666666666666667,5,5,0,0,0,0
Quebec,2024Q1,160,NA,5.3,5,5,0,0,0,0
Quebec,2024Q2,159,NA,5.1000000000000005,4.934615384615385,4.75,-0.25,0,0,0
Quebec,2024Q3,166,NA,5.566666666666666,4.5,4.25,-0.5,0,0,0
Quebec,2024Q4,160,NA,5.3,3.772727272727273,3.25,-1,0,0,0
Quebec,2025Q1,153,NA,6.066666666666666,3.03125,2.75,-0.5,0,0,0
Quebec,2025Q2,152,NA,5.8,2.75,2.75,0,0,0,0
Saskatchewan,2016Q1,25,75,6.666666666666667,0.5,0.5,NA,0,NA,NA
Saskatchewan,2016Q2,17,59,6.433333333333334,0.5,0.5,0,0,0,NA
Saskatchewan,2016Q3,24,72,6.3999999999999995,0.5,0.5,0,0,0,0
Saskatchewan,2016Q4,17,58,6.266666666666667,0.5,0.5,0,0,0,0
Saskatchewan,2017Q1,25,54,6.866666666666667,0.5,0.5,0,0,0,0
Saskatchewan,2017Q2,20,60,6.466666666666666,0.5,0.5,0,0,0,0
Saskatchewan,2017Q3,22,64,6.3999999999999995,0.7923076923076923,1,0.5,1,0,0
Saskatchewan,2017Q4,18,65,5.866666666666667,1,1,0,0,1,0
Saskatchewan,2018Q1,32,52,6.166666666666667,1.2038461538461538,1.25,0.25,0,0,1
Saskatchewan,2018Q2,26,65,6.5,1.25,1.25,0,0,0,0
Saskatchewan,2018Q3,31,61,6.566666666666666,1.4730769230769232,1.5,0.25,0,0,0
Saskatchewan,2018Q4,27,51,5.3,1.6856060606060606,1.75,0.25,0,0,0
Saskatchewan,2019Q1,24,56,5.733333333333334,1.75,1.75,0,0,0,0
Saskatchewan,2019Q2,34,73,5.433333333333334,1.75,1.75,0,0,0,0
Saskatchewan,2019Q3,22,67,5.8,1.75,1.75,0,0,0,0
Saskatchewan,2019Q4,35,68,5.2,1.75,1.75,0,0,0,0
Saskatchewan,2020Q1,24,50,7.033333333333332,1.4807692307692308,0.25,-1.5,0,0,0
Saskatchewan,2020Q2,70,83,11.733333333333334,0.25,0.25,0,0,0,0
Saskatchewan,2020Q3,80,87,8.333333333333334,0.25,0.25,0,0,0,0
Saskatchewan,2020Q4,76,95,6.3,0.25,0.25,0,0,0,0
Saskatchewan,2021Q1,65,72,7.766666666666667,0.25,0.25,0,0,0,0
Saskatchewan,2021Q2,56,79,6.7,0.25,0.25,0,0,0,0
Saskatchewan,2021Q3,93,77,6.533333333333334,0.25,0.25,0,0,0,0
Saskatchewan,2021Q4,113,93,4.966666666666667,0.25,0.25,0,0,0,0
Saskatchewan,2022Q1,77,65,5.5,0.3333333333333333,0.5,0.25,0,0,0
Saskatchewan,2022Q2,82,55,4.733333333333333,1.0923076923076922,1.5,1,1,0,0
Saskatchewan,2022Q3,63,64,4.3999999999999995,2.546875,3.25,1.75,1,1,0
Saskatchewan,2022Q4,75,55,4,3.734375,4.25,1,1,1,1
Saskatchewan,2023Q1,96,64,4.733333333333333,4.43359375,4.5,0.25,0,1,1
Saskatchewan,2023Q2,83,84,4.666666666666667,4.565384615384615,4.75,0.25,0,0,1
Saskatchewan,2023Q3,81,55,5.233333333333333,4.969230769230769,5,0.25,0,0,0
Saskatchewan,2023Q4,88,74,4.233333333333333,5,5,0,0,0,0
Saskatchewan,2024Q1,91,58,5.3999999999999995,5,5,0,0,0,0
Saskatchewan,2024Q2,56,76,5.5,4.934615384615385,4.75,-0.25,0,0,0
Saskatchewan,2024Q3,71,66,5.8,4.5,4.25,-0.5,0,0,0
Saskatchewan,2024Q4,40,33,5.033333333333333,3.772727272727273,3.25,-1,0,0,0
Saskatchewan,2025Q1,50,60,5.366666666666667,3.03125,2.75,-0.5,0,0,0
Saskatchewan,2025Q2,44,60,4.5,2.75,2.75,0,0,0,0
Territories,2016Q1,NA,Suppr.,NA,0.5,0.5,NA,0,NA,NA
Territories,2016Q2,NA,12,NA,0.5,0.5,0,0,0,NA
Territories,2016Q3,NA,Suppr.,NA,0.5,0.5,0,0,0,0
Territories,2016Q4,NA,7,NA,0.5,0.5,0,0,0,0
Territories,2017Q1,NA,9,NA,0.5,0.5,0,0,0,0
Territories,2017Q2,NA,8,NA,0.5,0.5,0,0,0,0
Territories,2017Q3,NA,6,NA,0.7923076923076923,1,0.5,1,0,0
Territories,2017Q4,NA,6,NA,1,1,0,0,1,0
Territories,2018Q1,NA,11,NA,1.2038461538461538,1.25,0.25,0,0,1
Territories,2018Q2,NA,Suppr.,NA,1.25,1.25,0,0,0,0
Territories,2018Q3,NA,7,NA,1.4730769230769232,1.5,0.25,0,0,0
Territories,2018Q4,NA,Suppr.,NA,1.6856060606060606,1.75,0.25,0,0,0
Territories,2019Q1,NA,Suppr.,NA,1.75,1.75,0,0,0,0
Territories,2019Q2,NA,7,NA,1.75,1.75,0,0,0,0
Territories,2019Q3,NA,Suppr.,NA,1.75,1.75,0,0,0,0
Territories,2019Q4,NA,5,NA,1.75,1.75,0,0,0,0
Territories,2020Q1,NA,7,NA,1.4807692307692308,0.25,-1.5,0,0,0
Territories,2020Q2,NA,6,NA,0.25,0.25,0,0,0,0
Territories,2020Q3,NA,Suppr.,NA,0.25,0.25,0,0,0,0
Territories,2020Q4,NA,Suppr.,NA,0.25,0.25,0,0,0,0
Territories,2021Q1,NA,Suppr.,NA,0.25,0.25,0,0,0,0
Territories,2021Q2,NA,Suppr.,NA,0.25,0.25,0,0,0,0
Territories,2021Q3,NA,8,NA,0.25,0.25,0,0,0,0
Territories,2021Q4,NA,12,NA,0.25,0.25,0,0,0,0
Territories,2022Q1,NA,Suppr.,NA,0.3333333333333333,0.5,0.25,0,0,0
Territories,2022Q2,NA,9,NA,1.0923076923076922,1.5,1,1,0,0
Territories,2022Q3,NA,8,NA,2.546875,3.25,1.75,1,1,0
Territories,2022Q4,NA,Suppr.,NA,3.734375,4.25,1,1,1,1
Territories,2023Q1,NA,10,NA,4.43359375,4.5,0.25,0,1,1
Territories,2023Q2,NA,6,NA,4.565384615384615,4.75,0.25,0,0,1
Territories,2023Q3,NA,7,NA,4.969230769230769,5,0.25,0,0,0
Territories,2023Q4,NA,9,NA,5,5,0,0,0,0
Territories,2024Q1,NA,9,NA,5,5,0,0,0,0
Territories,2024Q2,NA,5,NA,4.934615384615385,4.75,-0.25,0,0,0
Territories,2024Q3,NA,10,NA,4.5,4.25,-0.5,0,0,0
Territories,2024Q4,NA,8,NA,3.772727272727273,3.25,-1,0,0,0
Territories,2025Q1,NA,Suppr.,NA,3.03125,2.75,-0.5,0,0,0
Territories,2025Q2,NA,Suppr.,NA,2.75,2.75,0,0,0,0
Yukon,2016Q1,0,NA,NA,0.5,0.5,NA,0,NA,NA
Yukon,2016Q2,2,NA,NA,0.5,0.5,0,0,0,NA
Yukon,2016Q3,2,NA,NA,0.5,0.5,0,0,0,0
Yukon,2016Q4,3,NA,NA,0.5,0.5,0,0,0,0
Yukon,2017Q1,4,NA,NA,0.5,0.5,0,0,0,0
Yukon,2017Q2,0,NA,NA,0.5,0.5,0,0,0,0
Yukon,2017Q3,1,NA,NA,0.7923076923076923,1,0.5,1,0,0
Yukon,2017Q4,2,NA,NA,1,1,0,0,1,0
Yukon,2018Q1,0,NA,NA,1.2038461538461538,1.25,0.25,0,0,1
Yukon,2018Q2,0,NA,NA,1.25,1.25,0,0,0,0
Yukon,2018Q3,3,NA,NA,1.4730769230769232,1.5,0.25,0,0,0
Yukon,2018Q4,2,NA,NA,1.6856060606060606,1.75,0.25,0,0,0
Yukon,2019Q1,1,NA,NA,1.75,1.75,0,0,0,0
Yukon,2019Q2,0,NA,NA,1.75,1.75,0,0,0,0
Yukon,2019Q3,0,NA,NA,1.75,1.75,0,0,0,0
Yukon,2019Q4,3,NA,NA,1.75,1.75,0,0,0,0
Yukon,2020Q1,3,NA,NA,1.4807692307692308,0.25,-1.5,0,0,0
Yukon,2020Q2,3,NA,NA,0.25,0.25,0,0,0,0
Yukon,2020Q3,3,NA,NA,0.25,0.25,0,0,0,0
Yukon,2020Q4,1,NA,NA,0.25,0.25,0,0,0,0
Yukon,2021Q1,5,NA,NA,0.25,0.25,0,0,0,0
Yukon,2021Q2,5,NA,NA,0.25,0.25,0,0,0,0
Yukon,2021Q3,5,NA,NA,0.25,0.25,0,0,0,0
Yukon,2021Q4,8,NA,NA,0.25,0.25,0,0,0,0
Yukon,2022Q1,10,NA,NA,0.3333333333333333,0.5,0.25,0,0,0
Yukon,2022Q2,4,NA,NA,1.0923076923076922,1.5,1,1,0,0
Yukon,2022Q3,1,NA,NA,2.546875,3.25,1.75,1,1,0
Yukon,2022Q4,4,NA,NA,3.734375,4.25,1,1,1,1
Yukon,2023Q1,3,NA,NA,4.43359375,4.5,0.25,0,1,1
Yukon,2023Q2,5,NA,NA,4.565384615384615,4.75,0.25,0,0,1
Yukon,2023Q3,2,NA,NA,4.969230769230769,5,0.25,0,0,0
Yukon,2023Q4,7,NA,NA,5,5,0,0,0,0
Yukon,2024Q1,4,NA,NA,5,5,0,0,0,0
Yukon,2024Q2,1,NA,NA,4.934615384615385,4.75,-0.25,0,0,0
Yukon,2024Q3,5,NA,NA,4.5,4.25,-0.5,0,0,0
Yukon,2024Q4,4,NA,NA,3.772727272727273,3.25,-1,0,0,0
Yukon,2025Q1,4,NA,NA,3.03125,2.75,-0.5,0,0,0
Yukon,2025Q2,5,NA,NA,2.75,2.75,0,0,0,0
